ATR_WINDOW,EMA_LONG,SL_ATR_MULT,TP_ATR_MULT,VOL_MULT,RISK_PCT,REGIME_MULT,sharpe,num_entries
43,128,1.5621088666940683,2.1235069657748147,2.9398197043239884,0.016816410175208015,0.8185086660174142,0.9571816001538359,884
31,28,1.4113172778521577,3.0231447421237494,1.130103185970559,0.01902882520781333,1.948448049611839,1.0335967611787598,45
21,191,1.5979909127171077,5.59195090518222,1.312037280884873,0.0039638958863878505,0.5871254182522991,0.895458675537503,1947
41,74,0.6465081710095758,6.105398159072942,1.8803049874792026,0.0033187264620507975,1.2427653651669053,0.8983071582228261,399
13,194,1.6626992350416718,7.6369936493851345,2.789654700855298,0.012360099597410617,1.8828113525346752,1.1697675818756172,100
13,53,0.9563633644393066,5.148538589793427,1.8638900372842315,0.006533353663762796,1.4177793420835691,1.255019035270142,508
6,183,0.8881699724000254,5.975133706123891,1.623422152178822,0.010881292402378406,1.3200654190149195,1.2156300176776027,971
11,72,1.0495427649405376,4.736419905302215,2.570351922786027,0.004793801861008835,1.2713516576204174,1.1337852704197864,758
8,55,0.5678409333658071,3.951981984579586,1.777354579378964,0.0061556316037040225,1.743106263727894,1.4640053520149414,315
39,55,0.5082831756854036,6.892768570729005,2.4137146876952342,0.014851136192778759,1.6569055200289187,0.9620068127563045,74
21,70,1.3140441247373726,2.845545349848576,2.6043939615080793,0.002416462229915646,1.980330404900776,1.2519871094513801,47
18,78,1.5944092675070962,5.8253448281312785,2.774425485152653,0.009972083578077037,0.6793913689074526,1.0943233440699864,1276
8,84,0.6738035892876946,7.178620555253561,2.246596253655116,0.007287062472200335,0.5953375254290354,1.1211217210401117,1760
37,156,1.3419157963542443,6.6258030797273655,1.9875911927287815,0.010931923758257887,1.1413115275378245,0.9555936071064259,579
20,189,0.9848043980311328,5.112743730460196,2.4060379177903557,0.007908962445206585,1.957673124081441,1.11799922634626,50
6,39,0.5471437785301014,5.818462467582682,1.6287119621526533,0.01066284313212935,1.8613497108891395,1.754558582756891,318
46,165,1.4501056347656351,7.228763541126306,2.6073441537982287,0.004544831118834681,1.8388384977349665,1.0195342133288419,22
29,165,1.8441369498852398,3.9080208498311833,1.2201038490553535,0.005330768088296892,1.1406616829393845,0.897643418132984,747
16,93,1.633326707814573,3.3727889929497348,1.153959819657586,0.006505277605361593,0.7418319308810066,0.8888370545969357,2148
48,65,1.245872758838578,3.805269858900618,1.5696809887549352,0.001700851999736123,1.4143465009698453,0.7443050094783635,236
41,174,0.510428195796786,5.064483815465394,1.834822006297558,0.005220048398943875,0.6797980510005242,0.8854343569885347,1633
49,63,1.5082033211088177,6.569717691972306,1.4752750879847993,0.014836110623625332,1.05167469907888,0.8269615335988383,974
33,134,1.3036620261121377,2.54173862032645,2.670604991178476,0.007094821234462981,0.7797777655997813,0.9490093782063632,1121
27,29,0.9179696963549171,7.449595315799922,1.4791237813339448,0.0037530025697332385,1.2341791404163445,0.9551124455975739,669
46,177,0.8869124415727334,5.959904276205075,2.6344444004024314,0.011548815420389782,1.2944758675340098,0.9275924987440327,182
6,126,1.5163465427634235,2.099526973567137,2.024186116598562,0.005303419728760821,1.4677591856141747,1.278007031337611,687
12,144,1.0801030194508061,7.620379932420407,1.2750418882919865,0.007480260669954912,0.6702102818608836,0.9371250103097845,2076
37,181,1.830629636397676,6.679253275145744,2.2840632923085753,0.0025986593349059278,0.7424430711419207,0.8883706432564054,1306
15,36,1.84582363692999,7.402508342979983,2.266202914546536,0.007441566029925312,1.0238143619189914,1.0632547692996406,1423
38,136,1.7738351157412668,5.94567735380206,2.1366172066709432,0.0027798205887337567,1.0515737045891502,0.896461296395611,793
29,144,1.4779418892539007,3.3456158567633585,2.4243584426950715,0.005507732662439201,0.9880995472389016,0.9563025670760601,886
16,63,1.9595158321286683,4.358586348000562,2.7840931103542266,0.012991633893947994,1.6922169553124726,1.2345411197676697,150
45,129,0.5137955774249445,2.6088292571961924,2.3270035382161116,0.001096170093078155,0.741212077126248,0.8851905498385051,1307
46,97,1.9499822285655044,7.7817198625355175,2.70601891093472,0.0065945289493221275,1.0776465929028878,0.8670710517856188,510
34,51,1.9106878765293716,7.723571462015524,2.829728780440897,0.008033015304853442,0.5231849247933011,0.973365284392531,1264
27,123,1.2387765407282958,3.1714579267882668,2.4449042305230106,0.00633467488637626,0.5364739496471808,0.9654247346414075,1373
43,77,0.7542391200291387,5.340807574750101,2.872309548321562,0.014224566136824487,1.3550917551340476,0.9716851545142675,167
9,130,1.985080775156395,2.8405040914191444,2.0366593047274737,0.017670088366631153,1.6111529266313067,1.2930465492276129,352
46,112,1.2522744420307994,6.789771073800651,2.2999278615555303,0.014337370667896362,1.6936890041541517,0.754350759637608,56
40,68,1.1584571310584542,2.470738288053596,1.050701486830915,0.019290319878880576,1.7539701807683088,0.8396788915194573,75
29,71,1.3862498908535161,2.1830014996342966,1.0746963774984288,0.016629410652533507,1.0402859621168943,0.976779785416477,1169
45,80,1.063374428959916,2.563891639045214,2.156560281992348,0.0016829032021380996,1.1983970271986903,0.8282442249237443,417
28,117,1.4561448522473097,6.35654800233597,2.951704158925069,0.010809706617722712,0.984434709411869,1.046181199215259,722
36,146,1.0392367268296328,3.76155106558696,2.6187223109570272,0.016392154498904434,1.8006084778701554,1.452641554151138,35
10,114,1.6549903296479163,3.2949261649810593,2.2457809516380003,0.002621601834881592,0.5775225817529115,1.0329722993162638,1663
36,93,0.7599414801062687,2.938622256026516,1.5004857963291907,0.01143530662941629,1.5718938840500936,0.8790943873422596,145
34,70,1.9322979209947913,6.4273815001746115,2.108708105022801,0.012622694178452694,1.1294000936416848,0.9940858717750548,668
24,91,1.4237751470783246,5.810561905205863,1.090608019544089,0.008117639677902952,1.4387898735713547,1.0463869110957817,294
43,146,1.2112607436309877,2.5870049639060086,1.9832317502336647,0.009995963644830748,0.7598028048650227,0.8883764640601346,1495
31,189,1.3632112668138183,4.329019557239132,2.2865764368847064,0.009706804919338816,1.3184251839739023,0.9566899360484312,269
16,84,1.6367691656965537,2.086360931778535,1.2321452810138325,0.0018740501984133022,0.5610932034784553,0.8737661816265625,2204
41,70,0.6772472414324844,6.180422992184904,2.2578856935597678,0.017671968257014007,1.6026065657058286,0.9251323295763243,95
41,70,0.7661593156695843,6.50368850984515,2.6136694785345282,0.019819597698012795,1.1189265153671397,0.9962022312830395,509
47,89,1.9417858457358714,7.432103851736382,1.3915822695785929,0.0023178647166281433,0.65116700206614,0.7968330649815989,1947
27,174,1.4880404474284175,2.977606562488578,1.1411374948008597,0.013205966285919996,0.5397669658124327,0.8713815338199592,1959
21,159,1.0112053103795269,7.584543953621388,2.7168255036860236,0.00915088652012535,1.626306601687246,1.1423048499302846,114
5,36,1.5245101601245352,2.427131890761374,1.6379512605875226,0.017052630908419637,0.5349079036037387,0.9932133274236536,2466
38,38,1.85382936001935,5.031514234687143,2.6529149322154835,0.007080942419581624,1.8432848427443007,1.3641082316006092,34
40,162,0.6368091545730356,4.966521828215489,1.1151175200332886,0.011441048764150974,1.1622957520600656,0.8712726344913408,619
22,21,1.8580729646288954,2.5477200607168013,1.6386272751808297,0.019051177373965295,1.9259107204063342,1.214574075381479,64
30,133,1.1726682829674797,3.759264630188387,1.657329090739832,0.01377785066546373,1.62856179415652,1.0789627907544277,116
44,83,0.6756005246414087,2.857950092317015,2.5230212634349445,0.012746143203008958,0.6516840141841853,0.9373140705343708,1298
8,146,0.6091445095462903,6.931160355742137,2.4124844543129926,0.0025456268321960955,0.6272565711277879,1.0871674109398417,1519
49,87,1.0559632206003364,6.876797403545016,2.894497154767717,0.019734020212634547,1.6300672778884124,0.787951746438501,50
27,22,1.2029909629911895,2.337819654091024,1.2376358325361438,0.003232998688764993,1.4738154531740952,0.962739671461983,273
38,125,1.9432588227118128,4.249223477142224,1.5714241725637215,0.017503383435599745,0.835393757779179,0.8520004797653918,1655
48,22,1.9548182400614587,2.2589594717034567,2.782286227396142,0.011026321072639698,1.9894471941789504,0.9507472667387322,11
21,35,1.6657203738911552,5.350425498414831,1.8484440184939526,0.018220733316799985,0.6667962234592271,0.9764724614733948,2229
33,125,1.8517370157364834,2.272678282048747,1.5619263791844606,0.019057818197454616,1.8353956758363745,1.07256811518748,49
8,195,1.9793161167194042,6.18897028411847,2.072192732688241,0.006881024709440227,1.720692529560423,1.3934844929820511,294
25,131,0.9160717744716991,3.128726958342568,1.9273968098799643,0.007713692332495003,1.375484167776308,1.0294448495572412,303
35,49,1.8663907767407637,6.9352234575390135,2.899599826583848,0.01478867065937884,1.4201227939036847,0.9053294890853599,142
8,119,1.9539538034286483,5.138587065020893,2.258797276270525,0.014219225090707725,1.1818115971516598,1.1086097926128102,1168
23,187,1.7990958342506125,2.2713120206371364,1.052733948994504,0.008152803970682942,1.7158299961727494,1.0626695806007809,101
