ATR_WINDOW,EMA_LONG,SL_ATR_MULT,TP_ATR_MULT,VOL_MULT,RISK_PCT,REGIME_MULT,sortino_test,num_entries_test
13,195,1.6626992350416718,7.6369936493851345,2.789654700855298,0.012360099597410617,1.8828113525346752,1.044344590199535,134
42,75,0.6465081710095758,6.105398159072942,1.8803049874792026,0.0033187264620507975,1.2427653651669053,2.7641099659119166,576
40,55,0.5082831756854036,6.892768570729005,2.4137146876952342,0.014851136192778759,1.6569055200289187,2.2857926510879847,126
9,55,0.5678409333658071,3.951981984579586,1.777354579378964,0.0061556316037040225,1.743106263727894,2.7382412442414243,331
6,184,0.8881699724000254,5.975133706123891,1.623422152178822,0.010881292402378406,1.3200654190149195,1.5218563150821398,896
