timestamp,open,high,low,close,volume
1721048400000,3342.51,3360.00,3335.06,3355.50,81603.559
1721052000000,3355.50,3374.86,3342.25,3370.18,91453.694
1721055600000,3370.17,3392.96,3360.00,3365.72,136579.748
1721059200000,3365.71,3404.02,3356.29,3387.62,148592.045
1721062800000,3387.62,3400.44,3372.57,3381.01,100512.396
1721066400000,3381.02,3411.96,3373.69,3394.70,90351.983
1721070000000,3394.69,3434.00,3377.19,3404.40,256329.485
1721073600000,3404.39,3443.87,3401.79,3430.89,124035.816
1721077200000,3430.89,3435.00,3414.99,3418.22,56195.376
1721080800000,3418.22,3493.94,3418.22,3471.49,224067.704
1721084400000,3471.49,3491.70,3462.87,3481.62,86442.517
1721088000000,3481.62,3497.74,3460.61,3468.50,126875.329
1721091600000,3468.50,3484.82,3460.50,3477.13,65900.257
1721095200000,3477.12,3478.60,3452.22,3463.79,64525.142
1721098800000,3463.79,3471.23,3456.66,3467.53,38852.267
1721102400000,3467.53,3476.80,3452.28,3458.30,52939.258
1721106000000,3458.30,3464.91,3402.22,3414.50,225203.652
1721109600000,3414.50,3433.58,3383.31,3398.28,189981.795
1721113200000,3398.29,3414.24,3371.00,3375.67,184041.704
1721116800000,3375.67,3389.52,3345.00,3373.49,173382.808
1721120400000,3373.50,3398.61,3364.79,3393.27,118221.919
1721124000000,3393.27,3423.60,3386.84,3407.35,116412.730
1721127600000,3407.36,3422.85,3395.06,3417.78,95933.388
1721131200000,3417.78,3430.97,3394.49,3401.99,133802.244
1721134800000,3401.98,3420.93,3390.83,3395.12,114984.157
1721138400000,3395.12,3414.79,3374.41,3411.90,159486.909
1721142000000,3411.90,3484.23,3411.19,3474.54,256661.736
1721145600000,3474.53,3493.00,3440.00,3464.48,233406.362
1721149200000,3464.49,3468.80,3446.65,3457.11,71115.178
1721152800000,3457.12,3468.80,3447.27,3460.99,58570.989
1721156400000,3461.00,3482.93,3452.10,3472.87,88463.184
1721160000000,3472.87,3473.74,3434.00,3436.98,56874.701
1721163600000,3436.79,3444.37,3422.35,3435.04,59215.661
1721167200000,3435.03,3438.39,3412.85,3427.01,76449.110
1721170800000,3427.01,3459.38,3425.10,3442.83,84463.436
1721174400000,3442.84,3469.38,3440.36,3463.60,61175.919
1721178000000,3463.59,3517.14,3463.22,3480.75,215024.669
1721181600000,3480.75,3492.22,3470.56,3476.69,74733.187
