timestamp,open,high,low,close,volume
1750017600000,2535.94,2536.07,2490.38,2502.08,331164.140
1750021200000,2502.08,2518.05,2496.24,2516.00,147765.185
1750024800000,2516.00,2549.42,2512.25,2543.67,271405.474
1750028400000,2543.67,2548.80,2538.27,2546.32,86181.264
1750032000000,2546.32,2552.00,2537.06,2543.45,141613.737
1750035600000,2543.45,2558.89,2513.38,2553.35,363554.479
1750039200000,2553.34,2578.00,2553.23,2573.20,322343.879
1750042800000,2573.21,2574.48,2564.28,2567.60,104126.943
1750046400000,2567.60,2578.00,2565.37,2574.63,144910.652
1750050000000,2574.63,2620.74,2572.02,2606.25,501731.554
1750053600000,2606.25,2619.00,2602.23,2606.58,236682.273
1750057200000,2606.58,2637.70,2606.57,2627.71,361694.602
1750060800000,2627.72,2630.58,2620.52,2629.54,145599.190
1750064400000,2629.54,2630.21,2617.81,2620.54,139572.735
1750068000000,2620.55,2633.15,2609.61,2616.31,206046.405
1750071600000,2616.32,2619.16,2591.62,2615.81,339899.426
1750075200000,2615.80,2618.10,2603.34,2614.14,195985.909
1750078800000,2614.13,2644.70,2606.71,2638.33,333121.042
1750082400000,2638.33,2656.51,2625.18,2638.41,455519.787
1750086000000,2638.41,2645.99,2626.35,2630.86,227212.340
1750089600000,2630.86,2644.56,2626.26,2634.70,182138.130
1750093200000,2634.71,2641.30,2628.00,2632.74,124829.053
1750096800000,2632.75,2653.64,2630.62,2652.85,139270.885
1750100400000,2652.84,2668.90,2643.13,2659.20,325126.314
1750104000000,2659.22,2680.00,2642.52,2668.54,237850.522
1750107600000,2668.53,2670.46,2642.77,2647.68,175877.016
1750111200000,2647.67,2656.68,2540.00,2568.65,988351.136
1750114800000,2568.65,2594.66,2533.10,2543.12,708591.987
1750118400000,2543.11,2587.83,2524.00,2586.59,837019.196
1750122000000,2586.60,2592.21,2572.27,2579.99,179231.938
1750125600000,2580.00,2616.09,2557.43,2607.83,397935.638
