timestamp,open,high,low,close,volume
1750013400000,2546.73,2548.73,2545.01,2547.67,4307.113
1750013700000,2547.67,2548.60,2546.42,2547.63,2797.169
1750014000000,2547.64,2548.06,2546.43,2546.51,3336.705
1750014300000,2546.51,2552.22,2546.03,2551.10,5652.399
1750014600000,2551.10,2552.44,2549.21,2550.84,3787.807
1750014900000,2550.85,2551.96,2544.57,2545.51,4995.343
1750015200000,2545.52,2548.08,2545.29,2546.57,3251.564
1750015500000,2546.57,2547.37,2544.41,2546.14,3682.221
1750015800000,2546.15,2547.65,2543.12,2547.64,5912.536
1750016100000,2547.64,2548.22,2540.69,2540.69,9283.253
1750016400000,2540.70,2541.27,2528.54,2532.76,59421.097
1750016700000,2532.76,2537.25,2531.50,2535.92,11930.684
1750017000000,2535.93,2536.45,2531.08,2531.35,6071.797
1750017300000,2531.35,2536.00,2530.31,2535.94,6937.073
1750017600000,2535.94,2536.07,2532.36,2532.63,7917.138
1750017900000,2532.64,2532.90,2520.20,2526.88,32128.915
1750018200000,2526.87,2528.34,2522.30,2522.53,8345.255
1750018500000,2522.52,2522.88,2513.53,2515.19,36459.017
1750018800000,2515.19,2517.70,2512.85,2514.21,15044.166
1750019100000,2514.20,2516.40,2510.68,2512.01,15723.871
1750019400000,2512.01,2518.36,2506.71,2515.64,31827.907
1750019700000,2515.64,2516.19,2495.88,2497.79,59927.802
1750020000000,2497.80,2497.80,2490.38,2492.61,46763.830
1750020300000,2492.61,2499.65,2491.14,2497.21,31902.266
1750020600000,2497.22,2503.57,2492.25,2501.86,29442.386
1750020900000,2501.86,2502.09,2494.39,2502.08,15681.587
1750021200000,2502.08,2505.57,2498.11,2504.62,15807.218
1750021500000,2504.61,2505.10,2496.24,2498.60,14865.422
1750021800000,2498.61,2503.56,2497.70,2503.52,15782.234
1750022100000,2503.53,2509.12,2503.53,2507.63,24871.405
1750022400000,2507.63,2510.00,2507.11,2508.22,9972.191
1750022700000,2508.22,2512.69,2503.68,2512.00,11134.442
1750023000000,2512.00,2512.37,2508.00,2508.00,7715.853
1750023300000,2508.01,2509.91,2503.22,2506.49,10136.198
1750023600000,2506.49,2510.89,2505.00,2508.71,12395.584
1750023900000,2508.71,2513.70,2508.64,2512.40,7594.224
1750024200000,2512.39,2518.05,2512.18,2514.51,11082.279
1750024500000,2514.50,2516.98,2512.25,2516.00,6408.135
1750024800000,2516.00,2533.83,2512.25,2529.53,54635.089
1750025100000,2529.54,2545.00,2524.32,2537.61,54730.247
1750025400000,2537.61,2542.72,2533.87,2540.20,26107.862
1750025700000,2540.20,2542.42,2535.50,2539.30,15636.957
1750026000000,2539.30,2544.50,2538.23,2544.32,15813.963
