timestamp,open,high,low,close,volume
1721048400000,62586.20,62962.50,62449.70,62877.70,15445.045
1721052000000,62877.60,63195.50,62700.40,63180.90,15376.077
1721055600000,63180.80,63299.80,62825.80,62985.90,17338.275
1721059200000,62986.00,63580.00,62812.80,63369.60,21641.121
1721062800000,63369.70,63698.00,63041.50,63045.10,18904.785
1721066400000,63045.20,63589.00,62951.60,63462.00,10651.978
1721070000000,63462.00,63777.00,63150.00,63309.90,19261.918
1721073600000,63309.90,63746.80,63216.20,63694.60,7349.880
1721077200000,63694.70,63757.00,63462.30,63499.20,4103.240
1721080800000,63499.20,64776.70,63463.80,64309.00,30916.281
1721084400000,64309.00,64870.70,64185.60,64680.60,14187.342
1721088000000,64680.60,64936.10,64405.00,64580.60,14090.426
1721091600000,64580.60,64832.90,64437.80,64811.90,6534.863
1721095200000,64811.90,64819.10,64507.00,64783.60,7048.083
1721098800000,64783.50,64840.70,64580.00,64725.10,5469.813
1721102400000,64725.10,64988.80,64439.40,64465.50,11864.183
1721106000000,64465.60,64532.90,63444.00,63632.00,29398.119
1721109600000,63631.90,63861.00,62764.10,62880.20,23507.472
1721113200000,62880.20,63303.60,62672.40,62881.80,21535.725
1721116800000,62881.80,63064.00,62350.00,62799.20,20345.668
1721120400000,62799.10,63225.00,62651.20,63152.20,15051.708
1721124000000,63152.20,63642.50,63054.30,63404.30,15498.608
1721127600000,63404.30,63839.00,63104.20,63719.80,15962.765
1721131200000,63719.80,64258.60,63565.50,63714.10,18514.222
1721134800000,63714.10,64066.80,63361.10,63391.10,16642.453
1721138400000,63390.50,63879.00,63031.50,63806.30,20485.862
1721142000000,63806.30,64942.00,63764.80,64833.90,29906.506
1721145600000,64833.90,65177.00,64169.50,64469.60,32590.539
1721149200000,64469.70,64614.00,64070.40,64509.90,9512.217
1721152800000,64509.90,64873.50,64363.70,64759.20,8437.511
1721156400000,64759.20,65150.00,64545.10,65125.20,13125.747
1721160000000,65125.20,65149.00,64578.40,64626.30,8187.547
1721163600000,64626.40,64811.50,64440.10,64464.50,5461.460
1721167200000,64464.40,64585.50,64058.00,64575.70,9685.597
1721170800000,64575.70,65388.00,64574.40,65010.00,16401.522
1721174400000,65010.00,65584.30,64885.30,65470.70,14770.207
1721178000000,65470.70,66100.00,65399.10,65632.90,22688.209
1721181600000,65632.90,65868.10,65500.00,65584.00,9859.905
1721185200000,65584.10,65766.20,65348.00,65662.80,7197.844
1721188800000,65662.80,65829.90,65507.30,65803.30,6417.453
1721192400000,65803.40,65968.50,65568.50,65587.30,8191.209
1721196000000,65587.30,65766.10,65438.40,65540.40,5875.417
1721199600000,65540.30,65551.70,65167.60,65226.20,9935.672
1721203200000,65226.20,65448.00,64769.60,65145.40,17609.764
1721206800000,65145.40,65479.50,65051.50,65299.90,7268.215
1721210400000,65300.00,65330.60,65068.50,65097.70,5541.204
1721214000000,65097.70,65125.60,64531.00,64700.00,18009.804
1721217600000,64699.90,64981.20,64543.90,64704.10,11266.696
1721221200000,64704.20,65300.00,64489.50,65102.10,21337.617
1721224800000,65102.10,65204.70,64627.20,64997.10,16722.050
1721228400000,64997.20,65379.80,64591.60,64695.80,15015.516
1721232000000,64696.00,64745.60,63823.00,64221.30,34981.707
1721235600000,64221.30,64393.60,63900.10,64255.20,11437.038
1721239200000,64255.20,64540.90,64183.40,64478.00,5253.488
1721242800000,64477.90,64722.80,64414.30,64550.60,6184.224
1721246400000,64550.70,64654.40,64464.30,64480.60,3279.274
1721250000000,64480.60,64537.30,64020.00,64276.50,9010.705
1721253600000,64276.60,64417.60,64074.60,64232.00,4653.073
1721257200000,64232.10,64345.20,64050.00,64055.70,4150.102
1721260800000,64055.80,64499.90,63871.20,64407.00,9226.444
1721264400000,64406.90,64645.80,64330.00,64640.10,5356.008
1721268000000,64640.00,65173.80,64210.00,64661.70,15875.098
1721271600000,64661.70,64929.00,64585.20,64827.80,4962.720
1721275200000,64827.90,64849.50,64502.20,64544.90,4638.613
1721278800000,64544.90,64835.00,64355.10,64719.40,5845.067
1721282400000,64719.50,65038.50,64676.00,64965.40,6319.163
1721286000000,64965.40,65005.70,64623.00,64644.80,5297.950
1721289600000,64644.80,64930.70,64604.20,64911.70,4912.952
1721293200000,64911.70,64918.30,64690.50,64831.70,3986.983
1721296800000,64831.60,64831.70,64464.80,64591.30,6150.472
1721300400000,64591.40,64733.70,64413.00,64728.90,5605.368
1721304000000,64729.00,64996.40,64695.00,64811.20,8973.522
1721307600000,64811.20,65098.90,64468.60,64568.20,12845.135
1721311200000,64568.30,64680.00,63668.30,63957.20,28358.896
1721314800000,63957.20,63965.60,63359.10,63500.10,29163.939
1721318400000,63500.10,63878.30,63272.00,63878.30,14865.570
1721322000000,63878.30,63933.30,63464.50,63529.90,7950.057
1721325600000,63529.90,63640.00,63300.00,63495.10,7404.582
1721329200000,63495.00,63725.50,63206.40,63535.60,9902.594
1721332800000,63535.50,63828.00,63413.10,63792.40,5172.105
1721336400000,63792.50,63880.00,63717.90,63817.10,3431.600
1721340000000,63817.00,64096.30,63681.00,64003.60,6886.462
1721343600000,64003.50,64059.80,63914.40,63959.90,2516.857
1721347200000,63960.00,63999.10,63519.00,63576.90,7501.007
1721350800000,63577.00,63839.00,63266.20,63791.10,8292.584
1721354400000,63791.20,63919.00,63611.50,63806.00,4530.626
1721358000000,63805.90,64348.20,63790.40,64298.00,10447.110
1721361600000,64297.90,64358.00,64111.00,64111.00,4717.432
1721365200000,64111.00,64227.80,64057.60,64143.20,3679.405
1721368800000,64143.10,64469.30,64111.00,64184.90,6738.862
1721372400000,64184.80,64184.80,63565.00,63673.90,13053.160
1721376000000,63673.90,63946.80,63371.40,63783.90,13139.166
1721379600000,63783.80,64100.00,63613.30,63672.00,9833.569
1721383200000,63671.90,64140.00,63624.10,63973.60,7953.412
1721386800000,63973.70,64165.80,63905.30,64095.20,4468.859
1721390400000,64095.60,64416.00,64016.10,64386.20,9473.036
1721394000000,64386.20,65300.00,64010.10,65104.00,31143.434
1721397600000,65105.10,65870.00,64968.00,65700.70,33922.134
1721401200000,65700.80,65800.00,65232.00,65791.50,19436.043
1721404800000,65791.50,66498.00,65784.00,66374.00,37192.902
1721408400000,66374.10,66800.00,66205.30,66711.10,19963.694
1721412000000,66711.20,66770.40,66382.70,66746.40,10276.045
1721415600000,66746.40,67362.80,66746.30,67107.80,29137.861
1721419200000,67107.80,67178.60,66850.00,66892.50,9611.461
1721422800000,66892.40,67320.90,66848.10,66861.40,7847.215
1721426400000,66861.50,66966.20,66623.00,66684.60,5156.490
1721430000000,66684.50,66883.50,66590.90,66627.90,4344.298
1721433600000,66627.90,66797.00,66228.20,66391.00,9954.362
1721437200000,66391.00,66676.60,66159.10,66327.40,5726.321
1721440800000,66327.50,66600.00,66288.10,66534.90,3262.968
1721444400000,66534.90,66721.50,66512.30,66568.70,3430.645
1721448000000,66568.70,66676.20,66438.10,66628.30,2855.595
1721451600000,66628.30,66628.40,66401.00,66506.10,2606.020
1721455200000,66506.10,66640.80,66470.30,66597.10,2157.484
1721458800000,66597.00,66729.00,66489.60,66526.30,3687.938
1721462400000,66526.40,66609.40,66422.90,66470.30,3170.241
1721466000000,66470.40,66700.00,66436.00,66545.40,3157.851
1721469600000,66545.30,66625.00,66450.70,66494.70,2839.963
1721473200000,66494.70,66532.30,66440.00,66445.90,1954.722
1721476800000,66446.00,66543.30,66436.30,66444.50,2069.511
1721480400000,66444.50,66622.50,66241.40,66502.90,6881.464
1721484000000,66503.00,66679.00,66470.20,66549.20,3636.301
1721487600000,66549.10,66799.90,66549.10,66797.00,5040.554
1721491200000,66797.00,67000.00,66632.00,66776.70,8692.325
1721494800000,66776.60,67648.70,66727.80,67368.80,21308.809
1721498400000,67368.80,67547.80,67180.00,67429.10,6051.778
1721502000000,67429.20,67478.60,67100.00,67195.00,5185.757
1721505600000,67195.00,67412.40,67182.30,67311.70,2762.793
1721509200000,67311.60,67316.40,66737.70,67059.20,9012.811
1721512800000,67059.30,67267.10,66799.80,67067.10,5871.488
1721516400000,67067.10,67150.00,67044.50,67095.60,2246.705
1721520000000,67095.60,67290.90,66918.40,67026.50,4123.081
1721523600000,67026.50,67400.00,66997.00,67242.10,4210.716
1721527200000,67242.20,67360.00,67226.40,67242.80,2129.973
1721530800000,67242.90,67346.10,67112.30,67145.80,2645.185
1721534400000,67145.80,67194.30,66961.50,67010.50,2969.592
