timestamp,open,high,low,close,volume
1750013400000,105473.40,105531.00,105430.00,105491.70,154.436
1750013700000,105491.80,105491.80,105435.10,105437.30,63.853
1750014000000,105437.30,105451.10,105422.00,105431.90,102.848
1750014300000,105432.00,105518.10,105421.30,105501.80,131.333
1750014600000,105501.80,105530.80,105490.00,105493.90,55.720
1750014900000,105494.00,105502.90,105433.00,105448.50,74.964
1750015200000,105448.50,105480.60,105441.50,105467.20,86.952
1750015500000,105467.20,105467.30,105429.70,105439.90,42.342
1750015800000,105439.90,105458.00,105422.80,105458.00,45.147
1750016100000,105457.90,105480.40,105272.80,105291.50,775.403
1750016400000,105291.50,105291.60,104999.90,105095.90,1590.214
1750016700000,105095.90,105228.60,105049.90,105228.60,250.165
1750017000000,105228.60,105228.60,105107.10,105117.30,145.309
1750017300000,105117.30,105252.00,105090.40,105252.00,467.308
1750017600000,105251.90,105255.30,105141.30,105145.00,225.757
1750017900000,105145.00,105148.10,105010.80,105138.10,249.257
1750018200000,105138.20,105165.90,105028.20,105028.30,155.645
1750018500000,105028.20,105028.30,104915.90,104944.60,462.504
1750018800000,104944.70,104994.70,104919.60,104943.40,250.191
1750019100000,104943.50,104974.30,104900.00,104942.10,219.996
1750019400000,104942.00,105042.60,104888.00,104965.20,400.194
1750019700000,104965.30,104978.50,104645.90,104736.30,1038.974
1750020000000,104736.20,104736.30,104637.30,104650.80,375.518
1750020300000,104650.80,104682.40,104567.00,104600.20,398.639
1750020600000,104600.30,104807.70,104548.30,104736.40,588.331
1750020900000,104736.40,104742.70,104572.10,104688.80,353.400
1750021200000,104688.80,104766.80,104611.10,104750.10,337.869
1750021500000,104750.00,104750.10,104467.40,104522.90,1005.285
1750021800000,104522.90,104579.90,104399.90,104500.00,843.852
1750022100000,104499.90,104651.00,104499.90,104614.00,516.777
1750022400000,104614.00,104738.60,104586.70,104726.40,275.928
1750022700000,104726.30,104767.80,104602.00,104767.70,239.298
1750023000000,104767.70,104786.40,104651.00,104651.10,125.697
