timestamp,open,high,low,close,volume
1752774000000,118535.10,118672.60,118482.90,118656.30,197.326
1752774300000,118656.30,119097.80,118593.90,119057.90,974.450
1752774600000,119058.00,119151.00,118941.50,119035.90,711.242
1752774900000,119036.00,119346.90,119036.00,119255.30,1123.138
1752775200000,119255.40,119384.60,119206.20,119356.10,738.682
1752775500000,119356.10,119394.30,119261.80,119394.20,328.202
1752775800000,119394.30,119394.30,119186.30,119206.20,376.122
1752776100000,119206.30,119382.00,119206.20,119382.00,241.411
1752776400000,119382.00,119739.50,119381.90,119560.00,2376.188
1752776700000,119560.00,119767.40,119384.60,119687.40,860.794
1752777000000,119687.30,119786.00,119629.90,119708.80,859.486
1752777300000,119708.80,119787.70,119655.50,119759.30,525.384
1752777600000,119759.30,119769.00,119670.10,119672.90,351.107
1752777900000,119672.90,119713.60,119508.50,119536.20,518.956
1752778200000,119536.20,119630.60,119529.20,119588.60,226.019
1752778500000,119588.60,119639.30,119474.20,119582.50,274.028
1752778800000,119582.40,119765.90,119582.40,119765.10,452.857
1752779100000,119765.10,119854.00,119711.10,119819.90,617.711
1752779400000,119820.00,119879.10,119777.20,119798.70,334.956
1752779700000,119798.70,119864.00,119756.90,119812.60,279.613
1752780000000,119812.50,119825.00,119631.20,119762.30,262.544
1752780300000,119762.30,119762.30,119639.50,119650.00,275.463
1752780600000,119650.00,119650.00,119590.30,119635.20,274.361
1752780900000,119635.30,119678.00,119520.60,119553.90,368.397
1752781200000,119553.90,119641.60,119446.10,119489.40,360.414
1752781500000,119489.40,119490.00,119115.20,119267.70,1073.792
1752781800000,119267.80,119295.40,119100.00,119100.00,465.580
1752782100000,119100.10,119108.80,118800.00,118948.80,1244.527
1752782400000,118948.80,118999.10,118667.40,118733.10,1008.105
1752782700000,118733.00,118733.00,118343.20,118462.30,1840.163
1752783000000,118462.20,118799.00,118433.20,118761.20,867.235
1752783300000,118761.20,118887.40,118714.30,118837.20,438.565
1752783600000,118837.20,118893.10,118586.40,118893.00,502.057
1752783900000,118893.10,119119.30,118885.00,119003.60,823.877
1752784200000,119003.70,119195.90,118999.70,119045.00,668.116
1752784500000,119045.10,119325.20,119045.10,119325.20,338.403
1752784800000,119325.20,119390.00,119219.90,119221.40,256.944
1752785100000,119221.50,119310.00,119211.90,119218.60,176.844
1752785400000,119218.60,119218.70,119088.00,119165.50,319.910
1752785700000,119165.40,119440.80,119076.90,119428.80,793.874
1752786000000,119428.80,119800.00,119410.50,119789.00,2212.185
1752786300000,119789.00,120000.00,119783.40,119864.90,2828.718
1752786600000,119864.90,120145.90,119841.80,120094.90,2639.852
1752786900000,120095.00,120500.00,120094.90,120500.00,3526.495
1752787200000,120499.90,120951.50,120489.20,120905.20,3222.366
1752787500000,120905.90,120906.00,120505.50,120900.10,2647.950
1752787800000,120900.00,120930.80,120531.10,120759.00,2496.794
1752788100000,120758.90,120758.90,120033.40,120307.50,3365.913
1752788400000,120307.60,120615.30,120187.90,120615.20,772.020
1752788700000,120615.20,120752.10,120461.50,120605.20,541.553
1752789000000,120605.20,120605.30,120269.40,120447.80,403.472
1752789300000,120447.70,120518.90,120177.00,120254.80,460.159
1752789600000,120254.80,120425.90,120181.10,120294.90,425.894
1752789900000,120294.90,120295.00,120128.40,120182.40,637.981
1752790200000,120182.40,120450.00,120112.50,120432.40,665.289
1752790500000,120432.40,120706.10,120432.40,120567.80,590.016
1752790800000,120567.80,120567.80,120137.80,120147.60,860.362
