total_return_pct,annualized_return_pct,sharpe_ratio,win_rate_pct,profit_factor,max_drawdown_pct,final_balance_usdt
-62.19493784689287,-100.0,-0.1435142299375933,20.0,0.18327566483458543,-63.56069670141057,21.92693604880213
