total_return_pct,annualized_return_pct,sharpe_ratio,win_rate_pct,profit_factor,max_drawdown_pct,final_balance_usdt
-2.292852799739409,-100.0,0.7071067811865476,50.0,0.9100704323271589,0.0,56.67014537615114
