entry_dt,exit_dt,signal,entry_px,exit_px,contracts,pnl_usd,equity,banked
2025-06-15 21:55:00,2025-06-16 04:10:00,CALL,104749.1,105932.30530070976,27.829,27.06437571719383,66.11931271515815,18.94506300203568
