total_return_pct,annualized_return_pct,sharpe_ratio,win_rate_pct,profit_factor,max_drawdown_pct,final_balance_usdt
-26.207151862044643,-100.0,-1.7881148622468366,20.0,0.45667140984130467,-39.52758640651765,42.799851920014106
