total_return_pct,annualized_return_pct,sharpe_ratio,win_rate_pct,profit_factor,max_drawdown_pct,final_balance_usdt
-99.39129091279634,-100.0,-1.154474085163963,0.0,0.0,-97.39293636908197,0.353051270578123
