entry_dt,exit_dt,signal,entry_px,exit_px,contracts,pnl_usd,equity,banked
2025-06-16 04:40:00,2025-06-16 05:00:00,PUT,106260.1,106391.09000000001,129.373,-44.45789591051138,13.542104089488618,0.0
2025-06-16 05:05:00,2025-06-16 05:25:00,PUT,106389.0,106504.9425,34.126,-11.221873425918083,2.320230663570534,0.0
2025-06-16 05:30:00,2025-06-16 05:35:00,CALL,106644.1,106532.015,6.048,-1.967179392992411,0.353051270578123,0.0
