entry_dt,exit_dt,signal,entry_px,exit_px,contracts,pnl_usd,equity,banked
2025-06-15 20:55:00,2025-06-15 21:05:00,CALL,104736.4,104581.57777777777,40.61,-14.787735093832548,43.21226490616745,0.0
2025-06-15 21:10:00,2025-06-15 22:45:00,CALL,104522.9,105291.34094144602,24.091,13.457880469983687,47.24962904716256,9.42051632898858
