ATR_WINDOW,EMA_LONG,SL_ATR_MULT,TP_ATR_MULT,VOL_MULT,RISK_PCT,REGIME_MULT,sharpe,num_entries
6,39,0.5471437785301014,5.818462467582682,1.6287119621526533,0.01066284313212935,1.8613497108891395,0.9895292510262658,227
6,140,0.9845410186311407,7.387515121745995,2.776236377868072,0.007180521748873208,1.8514413435357018,0.9807691789267414,194
6,34,1.0953849143023942,2.796294524258362,2.135081696523116,0.01409983441360805,1.7008800486636244,0.9446709215117284,315
8,55,0.5678409333658071,3.951981984579586,1.777354579378964,0.0061556316037040225,1.743106263727894,0.8425323138854988,210
7,33,1.1043099239489558,3.7717429642876596,1.4647686461120957,0.006339085479265558,1.7052241149453269,0.9401890699216132,268
